county,table,sector,description,direct,indirect,induced,total
Calhoun,Employment,520,92 Government & non NAICs,0,0,0,0
Cass,Output,0,Total,-659305.75,-106869.39879412562,-66837.757615926588,-833012.90641005209
Cass,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-13.440424274572724,-119.79220148993417,-133.23262576450688
Cass,Output,20,21 Mining,0,-43.670558542894803,-29.726487824003907,-73.397046366898692
Cass,Output,41,22 Utilities,0,-6827.2776956586167,-2886.4949954688864,-9713.7726911275022
Cass,Output,52,23 Construction,0,-3638.6087403022357,-1092.653190206313,-4731.2619305085491
Cass,Output,65,31-33 Manufacturing,0,-1090.7105043032714,-94.075695299036624,-1184.7861996023078
Cass,Output,395,42 Wholesale Trade,-659305.75,-13505.985580861569,-4464.3666302275906,-677276.10221108911
Cass,Output,396,44-45 Retail trade,0,-782.80399342610292,-6251.2138738586127,-7034.0178672847151
Cass,Output,408,48-49 Transportation & Warehousing,0,-17170.211422837569,-2244.8169948839545,-19415.028417721522
Cass,Output,417,51-56 Professional Services,0,-53496.447632344978,-33086.37262894342,-86582.820261288391
Cass,Output,472,"61-72 Educational, Health, Recreation Service",0,-10300.242241573804,-16568.244917724831,-26868.487159298635
Cass,Output,520,92 Government & non NAICs,0,0,0,0
Cass,Employment,0,Total,-3.325214147567749,-1.0547942329392295,-0.58640309597397922,-4.9664114764809577
Cass,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00017011884894314758,-0.001507196259983395,-0.0016773151089265429
Cass,Employment,20,21 Mining,0,-0.00027275443736191263,-0.00017743241742024596,-0.00045018685478215862
Cass,Employment,41,22 Utilities,0,-0.0052383541945021589,-0.0022147162955651945,-0.0074530704900673539
Cass,Employment,52,23 Construction,0,-0.027405408934084687,-0.0078505821078961903,-0.035255991041980878
Cass,Employment,65,31-33 Manufacturing,0,-0.0079588554395587652,-0.00055822306131777307,-0.008517078500876539
Cass,Employment,395,42 Wholesale Trade,-3.325214147567749,-0.068117553000432998,-0.022516071021045265,-3.4158477715892275
Cass,Employment,396,44-45 Retail trade,0,-0.011344112858358478,-0.087778234186623227,-0.099122347044981698
Cass,Employment,408,48-49 Transportation & Warehousing,0,-0.17969000364468152,-0.019092284819705402,-0.19878228846438689
Cass,Employment,417,51-56 Professional Services,0,-0.59793188612157877,-0.13564475757409292,-0.73357664369567155
Cass,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.15666518545972707,-0.30906359823032958,-0.46572878369005671
Cass,Employment,520,92 Government & non NAICs,0,0,0,0
Charlevoix,Output,0,Total,-134765.54999999999,-28960.487456469167,-16797.988200573338,-180524.02565704248
Charlevoix,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-2.8312535348759353,-42.361803777384679,-45.193057312260635
Charlevoix,Output,20,21 Mining,0,-12.453240651974896,-6.7461844882256683,-19.199425140200567
Charlevoix,Output,41,22 Utilities,0,-1919.7639974587944,-731.57765025445087,-2651.3416477132455
Charlevoix,Output,52,23 Construction,0,-1111.2777114080293,-383.43675062286343,-1494.7144620308927
Charlevoix,Output,65,31-33 Manufacturing,0,-156.50673297686271,-19.58286189811917,-176.08959487498194
Charlevoix,Output,395,42 Wholesale Trade,-134765.54999999999,-978.79480115175829,-279.91172467632509,-136024.25652582807
Charlevoix,Output,396,44-45 Retail trade,0,-314.50138857428664,-1876.2374403026881,-2190.7388288769744
Charlevoix,Output,408,48-49 Transportation & Warehousing,0,-3510.3349412695707,-307.17313685702862,-3817.5080781265997
Charlevoix,Output,417,51-56 Professional Services,0,-18559.356992335266,-7186.5985435891052,-25745.95553592436
Charlevoix,Output,472,"61-72 Educational, Health, Recreation Service",0,-2394.666397107746,-5964.3621041071456,-8359.0285012148906
Charlevoix,Output,520,92 Government & non NAICs,0,0,0,0
Charlevoix,Employment,0,Total,-0.7565266489982605,-0.27481803672344168,-0.15597815808362486,-1.1873228438053272
Charlevoix,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00013664632223590607,-0.0010066342174981824,-0.0011432805397340881
Charlevoix,Employment,20,21 Mining,0,-7.142739167068855E-05,-3.8199725523625889E-05,-0.00010962711719431446
Charlevoix,Employment,41,22 Utilities,0,-0.0017452980462432596,-0.00074519134177551813,-0.0024904893880187779
Charlevoix,Employment,52,23 Construction,0,-0.0079092177985999029,-0.002627178369523555,-0.01053639616812346
Charlevoix,Employment,65,31-33 Manufacturing,0,-0.0012472392733811149,-0.0001089220211157357,-0.0013561612944968508
Charlevoix,Employment,395,42 Wholesale Trade,-0.7565266489982605,-0.0054946113140847703,-0.0015713264185115499,-0.76359258673085684
Charlevoix,Employment,396,44-45 Retail trade,0,-0.0043190865069069745,-0.026001030274727686,-0.030320116781634661
Charlevoix,Employment,408,48-49 Transportation & Warehousing,0,-0.037509451276170655,-0.0022694549085275012,-0.039778906184698155
Charlevoix,Employment,417,51-56 Professional Services,0,-0.16962304925599486,-0.031899650257165076,-0.20152269951315999
Charlevoix,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.046762009538153522,-0.089710570549256435,-0.13647258008740998
Charlevoix,Employment,520,92 Government & non NAICs,0,0,0,0
Cheboygan,Output,0,Total,-178109.22,-43154.059424147745,-19939.091227406443,-241202.37065155417
Cheboygan,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-9.2146164213022193,-54.173958799456216,-63.388575220758433
Cheboygan,Output,20,21 Mining,0,-74.584573319161436,-34.115419723042891,-108.69999304220431
Cheboygan,Output,41,22 Utilities,0,-1062.7303262391779,-387.38148068842207,-1450.1118069276001
Cheboygan,Output,52,23 Construction,0,-1597.8824378378224,-458.79757181044931,-2056.6800096482716
Cheboygan,Output,65,31-33 Manufacturing,0,-212.61488041151006,-67.68335886579554,-280.29823927730564
Cheboygan,Output,395,42 Wholesale Trade,-178109.22,-2165.0337045407214,-506.21452813154468,-180780.46823267225
Cheboygan,Output,396,44-45 Retail trade,0,-548.36943623925447,-2722.5322890884363,-3270.9017253276907
Cheboygan,Output,408,48-49 Transportation & Warehousing,0,-10871.71771013328,-497.61551547346323,-11369.333225606744
Cheboygan,Output,417,51-56 Professional Services,0,-22028.097129346581,-9269.6027448983423,-31297.699874244918
Cheboygan,Output,472,"61-72 Educational, Health, Recreation Service",0,-4583.8146096589317,-5940.9743599274916,-10524.788969586425
Cheboygan,Output,520,92 Government & non NAICs,0,0,0,0
Cheboygan,Employment,0,Total,-1.0925928354263306,-0.51469929007508186,-0.21778619148699732,-1.8250783169884095
Cheboygan,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00035432210564646343,-0.0019735704482626792,-0.0023278925539091428
Cheboygan,Employment,20,21 Mining,0,-0.0004695897014117668,-0.00020306880160571241,-0.00067265850301747904
Cheboygan,Employment,41,22 Utilities,0,-0.0010145962434942727,-0.00044132452336571729,-0.0014559207668599899
Cheboygan,Employment,52,23 Construction,0,-0.011560466781090961,-0.0031729479121847398,-0.014733414693275701
Cheboygan,Employment,65,31-33 Manufacturing,0,-0.0016380605524641092,-0.00017558789680596033,-0.001813648449270069
Cheboygan,Employment,395,42 Wholesale Trade,-1.0925928354263306,-0.013281178420399997,-0.0031053213873822099,-1.1089793352341126
Cheboygan,Employment,396,44-45 Retail trade,0,-0.0077964442152683557,-0.038212436632680966,-0.046008880847949324
Cheboygan,Employment,408,48-49 Transportation & Warehousing,0,-0.11331359782406104,-0.0044940217903161892,-0.11780761961437725
Cheboygan,Employment,417,51-56 Professional Services,0,-0.29516292543471784,-0.052372925532174479,-0.34753585096689232
Cheboygan,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.070108108796527083,-0.11363498656221867,-0.18374309535874578
Cheboygan,Employment,520,92 Government & non NAICs,0,0,0,0
Chippewa,Output,0,Total,-862751.93999999994,-230167.78020747771,-63176.371996321235,-1156096.0922037992
Chippewa,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-22.095681745251682,-81.376235561386281,-103.47191730663795
Chippewa,Output,20,21 Mining,0,-653.38221418685532,-160.06261269668053,-813.44482688353582
Chippewa,Output,41,22 Utilities,0,-13262.618565872208,-2533.8953856874491,-15796.513951559658
Chippewa,Output,52,23 Construction,0,-3432.1987840332927,-711.1330578654464,-4143.3318418987392
Chippewa,Output,65,31-33 Manufacturing,0,-2834.73597760657,-175.78233274453859,-3010.5183103511099
Chippewa,Output,395,42 Wholesale Trade,-862751.93999999994,-40304.709286551457,-5299.8278339897106,-908356.47712054115
Chippewa,Output,396,44-45 Retail trade,0,-2419.4134976629971,-9196.9916672686632,-11616.405164931661
Chippewa,Output,408,48-49 Transportation & Warehousing,0,-50758.14549209008,-1742.5857059755031,-52500.731198065587
Chippewa,Output,417,51-56 Professional Services,0,-81682.430418501812,-25189.698937588746,-106872.12935609061
Chippewa,Output,472,"61-72 Educational, Health, Recreation Service",0,-19370.402849378235,-14807.22046538275,-34177.623314760989
Chippewa,Output,520,92 Government & non NAICs,0,-15427.64743984895,-3277.7977615603586,-18705.445201409308
Chippewa,Employment,0,Total,-6.3793525695800781,-2.189471413555748,-0.54535209115236893,-9.1141760742881939
Chippewa,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00047469475805587166,-0.0015173023808057031,-0.0019919971388615743
Chippewa,Employment,20,21 Mining,0,-0.0039781660617480155,-0.00091552926029413737,-0.0048936953220421534
Chippewa,Employment,41,22 Utilities,0,-0.011379719656377952,-0.0023397069955218555,-0.013719426651899807
Chippewa,Employment,52,23 Construction,0,-0.026468255224514001,-0.0052831384457516697,-0.031751393670265672
Chippewa,Employment,65,31-33 Manufacturing,0,-0.022372340295168089,-0.00068727707258564922,-0.023059617367753742
Chippewa,Employment,395,42 Wholesale Trade,-6.3793525695800781,-0.29802072616744141,-0.039187940258262881,-6.7165612360057816
Chippewa,Employment,396,44-45 Retail trade,0,-0.035120145161547857,-0.12876744128229661,-0.16388758644384449
Chippewa,Employment,408,48-49 Transportation & Warehousing,0,-0.47556442987266057,-0.015304974283868858,-0.49086940415652947
Chippewa,Employment,417,51-56 Professional Services,0,-0.93758795442828069,-0.08945666617310194,-1.0270446206013826
Chippewa,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.30826478714434646,-0.24678487544700564,-0.55504966259135224
Chippewa,Employment,520,92 Government & non NAICs,0,-0.070240194785607182,-0.015107239552873922,-0.085347434338481104
Clare,Output,0,Total,-392926,-101278.67971703628,-37615.847033564729,-531820.52675060101
Clare,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-27.495712299279212,-105.58808140680792,-133.08379370608714
Clare,Output,20,21 Mining,0,-219.53251899224051,-56.130917998163859,-275.66343699040442
Clare,Output,41,22 Utilities,0,-5237.8302247485262,-1502.3485517825789,-6740.1787765311046
Clare,Output,52,23 Construction,0,-3669.4927259034012,-871.57064323840177,-4541.0633691418034
Clare,Output,65,31-33 Manufacturing,0,-1383.4687309352157,-59.925263392043234,-1443.393994327259
Clare,Output,395,42 Wholesale Trade,-392926,-10984.549076557159,-2043.5388180465341,-405954.08789460367
Clare,Output,396,44-45 Retail trade,0,-1222.9784318957841,-4488.5484757316372,-5711.5269076274217
Clare,Output,408,48-49 Transportation & Warehousing,0,-18426.534917060169,-1281.6076266613513,-19708.142543721522
Clare,Output,417,51-56 Professional Services,0,-51346.242783472211,-15610.406800339044,-66956.649583811261
Clare,Output,472,"61-72 Educational, Health, Recreation Service",0,-8760.5545951722852,-11596.181854968167,-20356.736450140459
Clare,Output,520,92 Government & non NAICs,0,0,0,0
Clare,Employment,0,Total,-2.6890480518341064,-1.2129433568387322,-0.38589631275031766,-4.2878877214231563
Clare,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.0006658858458997121,-0.0028823262184473979,-0.0035482120643471103
Clare,Employment,20,21 Mining,0,-0.0015981307722223704,-0.00037646422438293678,-0.0019745949966053075
Clare,Employment,41,22 Utilities,0,-0.0047039779532537292,-0.0016939319541346858,-0.0063979099073884138
Clare,Employment,52,23 Construction,0,-0.027809009131018983,-0.0063151514021341426,-0.034124160533153126
Clare,Employment,65,31-33 Manufacturing,0,-0.0096368908021873707,-0.00036030741554042583,-0.0099971982177277981
Clare,Employment,395,42 Wholesale Trade,-2.6890480518341064,-0.075174407250975628,-0.013985264053201951,-2.778207723138284
Clare,Employment,396,44-45 Retail trade,0,-0.016697358640043045,-0.061988577107862125,-0.078685935747905181
Clare,Employment,408,48-49 Transportation & Warehousing,0,-0.22213696614223191,-0.012901179297635308,-0.23503814543986723
Clare,Employment,417,51-56 Professional Services,0,-0.68670542391619416,-0.084792072093517301,-0.77149749600971163
Clare,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.16781530638470552,-0.20060103898346138,-0.36841634536816692
Clare,Employment,520,92 Government & non NAICs,0,0,0,0
Clinton,Output,0,Total,-1432433.3000000001,-377764.23179325339,-200108.26578569962,-2010305.7975789532
Clinton,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-81.498663135208545,-632.46930078387209,-713.96796391908049
Clinton,Output,20,21 Mining,0,-253.87596195308129,-132.68758998011219,-386.56355193319348
Clinton,Output,41,22 Utilities,0,0,0,0
Clinton,Output,52,23 Construction,0,-10307.885316185069,-4341.8540059223478,-14649.739322107416
Clinton,Output,65,31-33 Manufacturing,0,-35909.664701605121,-2459.6739206187794,-38369.338622223913
Clinton,Output,395,42 Wholesale Trade,-1432433.3000000001,-33468.663020932581,-12092.184424579538,-1477994.1474455122
Clinton,Output,396,44-45 Retail trade,0,-5091.3880229924944,-25041.720299362667,-30133.108322355165
Clinton,Output,408,48-49 Transportation & Warehousing,0,-36437.429059374554,-5782.4294414612305,-42219.858500835777
Clinton,Output,417,51-56 Professional Services,0,-229238.95379899655,-100621.43392209587,-329860.38772109238
Clinton,Output,472,"61-72 Educational, Health, Recreation Service",0,-26974.873248078718,-49003.812880895224,-75978.686128973932
Clinton,Output,520,92 Government & non NAICs,0,0,0,0
Clinton,Employment,0,Total,-7.2380003929138184,-4.2842043370214551,-1.8987142598482056,-13.42091898978348
Clinton,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00068575678258949043,-0.0068315213709526229,-0.0075172781535421136
Clinton,Employment,20,21 Mining,0,-0.0013968110675096613,-0.00065845338071383473,-0.0020552644482234959
Clinton,Employment,41,22 Utilities,0,0,0,0
Clinton,Employment,52,23 Construction,0,-0.071571098498683899,-0.028753333968611357,-0.10032443246729525
Clinton,Employment,65,31-33 Manufacturing,0,-0.24940826115570097,-0.013780237698118475,-0.26318849885381951
Clinton,Employment,395,42 Wholesale Trade,-7.2380003929138184,-0.16911516051807565,-0.061101087566537676,-7.4682166409984321
Clinton,Employment,396,44-45 Retail trade,0,-0.071851830637337508,-0.33818231464459747,-0.41003414528193488
Clinton,Employment,408,48-49 Transportation & Warehousing,0,-0.37234313204005359,-0.049024998930433078,-0.42136813097048664
Clinton,Employment,417,51-56 Professional Services,0,-2.8760246224117241,-0.55146286538891454,-3.4274874878006383
Clinton,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.47180766390978091,-0.8489194468993263,-1.3207271108091072
Clinton,Employment,520,92 Government & non NAICs,0,0,0,0
Crawford,Output,0,Total,-156411.23000000001,-32098.98049788913,-21962.801371536247,-210473.01186942536
Crawford,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-0.0010235493849245496,-5.948057072775577,-5.9490806221605013
Crawford,Output,20,21 Mining,0,-133.51329721676152,-61.34904819592537,-194.86234541268689
Crawford,Output,41,22 Utilities,0,-117.43583864377055,-118.86270636650012,-236.29854501027069
Crawford,Output,52,23 Construction,0,-1117.6648153001993,-463.50216325214501,-1581.1669785523443
Crawford,Output,65,31-33 Manufacturing,0,-511.76044948990585,-57.350006133086957,-569.1104556229925
Crawford,Output,395,42 Wholesale Trade,-156411.23000000001,-2545.3019852721773,-861.01234288438627,-159817.54432815657
Crawford,Output,396,44-45 Retail trade,0,-317.47752982761648,-2387.1647017879941,-2704.6422316156104
Crawford,Output,408,48-49 Transportation & Warehousing,0,-6677.8516856752922,-353.04340875331417,-7030.8950944286071
Crawford,Output,417,51-56 Professional Services,0,-18403.519951366758,-8655.5525149341356,-27059.072466300891
Crawford,Output,472,"61-72 Educational, Health, Recreation Service",0,-2274.4539215472655,-8999.0164221559826,-11273.470343703244
